DLR_DEALER_CODE_C,DLR_DEALER_SUBCD_C,UDBI03_PACKED_PART_C,PINVTY_QDATE_Y,PINVTY_PRT_QOH_A,UDBI03_PRT_STKING_F,UDBI03_LAST_SALE_Y,PRT_DEALER_COST_A
90148,PI   ,GT1JS17528AA,12-07-18,1,N,10/31/2018,28.5
90715,PI   ,CN15A219A65NF,12-07-18,1,N,03-09-18,174.79
90343,PI   ,AB3Z13832A,12-07-18,1,N,11-12-18,16.98
98060,PI   ,BG1T9W365AA,04-02-18,1,Y,04-02-18,67.61
91080,PI   ,GM5JS17528CA,12-07-18,2,Y,11-12-18,37.33
90343,PI   ,AB3919B555GRDFS,12-07-18,1,N,09-06-18,311.91
91080,PI   ,96MM6714B1AM1C,12-07-18,4,Y,07/23/2018,3.58
90148,PI   ,88WM6K340DA,12-07-18,4,N,10/15/2018,3.07
90343,PI   ,AB312L548AA,12-07-18,1,N,11/14/2018,18.72
91065,PI   ,997007180,12-07-18,3,N,11/30/2018,2.98
91064,PI   ,WL8113Z40MC,12-07-18,9,Y,10-01-18,6.77
98060,PI   ,AMEB3J7445440BC,04-02-18,3,Y,03/29/2018,154.26
90343,PI   ,9YA991402,12-07-18,3,N,12-06-18,4.03
91065,PI   ,8V513K099B2A,12-07-18,1,Y,11/15/2018,15.74
90770,PI   ,AB3919E616AA,04-03-18,1,N,03/28/2018,75.98
91080,PI   ,GA6JS17528DA,12-07-18,2,N,11/15/2018,9.27
90678,PI   ,AS69A46538AA,06/30/2017,7,U,03-09-17,0.66
90148,PI   ,BM5Q6C301DA,12-07-18,1,N,08/31/2018,29.63
90427,PI   ,W700420S403,12-07-18,1,N,10/30/2018,0.57
90343,PI   ,EB3B13W029HL,12-07-18,1,N,11/28/2018,205.16
91065,PI   ,8V2Q6D314AB,12-07-18,1,N,12-06-18,52.13
90647,PI   ,5M5Q6C712BB           ,06/22/2017,6,U,06-12-17,9.97
90678,PI   ,5S6Q6D314AB,06/30/2017,2,U,06/20/2017,68.93
98060,PI   ,MEAV6J2K021AA,04-02-18,1,N,03-07-18,42.2
90678,PI   ,DS7Q6734AA,06/30/2017,11,U,06/29/2017,10.57
90427,PI   ,XS6F12405A2A,12-07-18,4,N,12-06-18,2.04
90678,PI   ,W714972S300,06/30/2017,2,U,04/24/2017,0.96
91064,PI   ,12687765,12-07-18,12,Y,11-01-17,6.11
91065,PI   ,8A61A218A14BEXUAA,12-07-18,1,Y,07/31/2018,3.25
90678,PI   ,AB311000CB,06/30/2017,7,U,03/22/2017,16.83
90427,PI   ,XM342454AA,12-07-18,3,N,11-05-18,2.26
90148,PI   ,W520102S442,12-07-18,6,N,11/28/2018,0.38
91124,PI   ,2S6Q6734AA,12-07-18,38,N,12-07-18,0.81
91080,PI   ,3M5Q9176AA,12-07-18,1,Y,10-05-18,11.67
98060,PI   ,FB3Q6C301GA,04-02-18,1,Y,03/26/2018,40.57
90343,PI   ,BK2Q9K546AG,12-07-18,5,N,09/21/2018,140.22
91124,PI   ,FD1995162,12-07-18,13,Y,11/26/2018,4.57
90343,PI   ,CC119601CB,12-07-18,3,N,12-06-18,15.71
91080,PI   ,FB3Q6C301JA,12-07-18,1,Y,02/22/2018,24.3
90639,PI   ,XS619155AA,12-07-18,4,N,11-12-18,7.29
91065,PI   ,AV617A564BF,12-07-18,1,N,12-03-18,56.65
90343,PI   ,EB3B8W200FD,12-07-18,1,N,11/21/2018,325.58
90678,PI   ,EB3B16A263BC,06/30/2017,4,U,06/27/2017,15.63
90678,PI   ,8N2913404AA,06/30/2017,2,U,03/18/2017,29.15
90678,PI   ,C1B119B555BDDFS,06/30/2017,1,U,11/29/2016,1019.22
90343,PI   ,2S619155AB,12-07-18,4,N,11/29/2018,20.65
91106,PI   ,97JM6730BA,12-07-18,28,N,12-07-18,2.67
90343,PI   ,CN1517528CB,12-07-18,6,N,12-06-18,14.69
91123,PI   ,XS6117682CB,12-07-18,1,Y,09/17/2018,52.32
90257,PI   ,F651C,04-03-18,5,N,03/28/2018,89.87
90148,PI   ,BV2Q6D314AB,12-07-18,2,N,12-04-18,40.25
90678,PI   ,7M391181AA,06/30/2017,3,U,11/21/2016,1.96
90257,PI   ,AB396K683DD,04-03-18,1,N,03-01-18,90.31
90343,PI   ,AB312L361ABMC,12-07-18,17,N,12-06-18,56.68
90148,PI   ,W716271S437,12-07-18,2,N,12-06-18,1.25
90639,PI   ,AMCJ5J15A416AB,12-07-18,1,N,09/28/2018,102.75
91065,PI   ,MFG197MC,12-07-18,9,N,11/13/2018,7.47
91106,PI   ,BB3Q6C653AA,12-07-18,1,N,11/22/2018,4.95
90678,PI   ,HYFS094YEC,06/30/2017,8,U,06/19/2017,11.71
91124,PI   ,3M519B072CH,12-07-18,2,Y,05/18/2018,34.23
90639,PI   ,WL5111399T,12-07-18,1,N,11/15/2018,10.35
90416,PI   ,20226,06/27/2017,1,N,06/23/2017,295.67
98060,PI   ,93ZT3K169ABSA,04-02-18,3,N,03-02-18,2.86
90148,PI   ,93BG13009BA,12-07-18,3,N,11-05-18,3.57
91064,PI   ,039817462A,12-07-18,2,N,11/14/2018,7.85
90678,PI   ,2N11N62762ACYYKB,06/30/2017,1,U,12-10-16,50.16
90770,PI   ,BS6Z3A719G,04-03-18,2,N,01/18/2018,137.75
91080,PI   ,AV1118B647AB,12-07-18,1,Y,04/14/2018,43.07
90148,PI   ,W520103S403,12-07-18,1,N,12-06-18,0.34
90343,PI   ,3S717A564AG,12-07-18,1,N,10/24/2018,100.07
90257,PI   ,CV6Z1012C,04-03-18,34,N,03/15/2018,2.12
90770,PI   ,5U3917528GA21,12-07-18,2,Y,05/30/2018,2.81
90678,PI   ,AB3914A132CB,06/30/2017,2,U,08/30/2016,72.13
90343,PI   ,5U3917528DA18,12-07-18,15,N,12-06-18,1.98
90770,PI   ,AB392122444AB,12-07-18,1,Y,06/29/2018,0.93
90678,PI   ,AFG182MC,06/30/2017,11,U,06/26/2017,14.73
91065,PI   ,AMBM5JA15A416AC,12-07-18,2,Y,12-07-17,68.28
90770,PI   ,SX5A486A,04-03-18,1,N,10/31/2017,78.2
90678,PI   ,BK3Q6C887NB,06/30/2017,4,U,06/29/2017,66
91064,PI   ,5U3917528GA21,12-07-18,2,N,11/16/2018,2.97
98060,PI   ,BKR5E11NGK,04-02-18,4,Y,02-07-18,2.34
91123,PI   ,7G9N6884AC,12-07-18,1,Y,11/30/2018,125.05
90715,PI   ,7S7Z8501F,12-07-18,1,N,11/13/2018,31.42
91123,PI   ,FN1J54130D00FA35B8,12-07-18,1,Y,11/23/2018,21.9
90647,PI   ,SXM409                ,06/22/2017,4,U,04-11-17,2.89
98060,PI   ,DCP11A049AA,04-02-18,1,N,03/27/2018,114.61
90427,PI   ,AB398K618BA,12-07-18,4,N,11/15/2018,42.14
90343,PI   ,W715256S300,12-07-18,2,N,12-05-18,0.97
90639,PI   ,CS6Z12405A,12-07-18,19,N,12-06-18,4.38
90427,PI   ,CC119601CB,12-07-18,2,N,11/29/2018,15.71
90427,PI   ,GS6J17402AA,12-07-18,7,N,11/28/2018,7.01
90148,PI   ,UR6134550,12-07-18,2,N,09/20/2018,22.68
90678,PI   ,6M5G9448AA,06/30/2017,1,U,11/16/2016,21.41
90715,PI   ,7N2118495AC,12-07-18,3,N,11/19/2018,42.96
90715,PI   ,4M5G12405X1E,12-07-18,68,N,12-06-18,2.43
90678,PI   ,3M512M008A1C,06/30/2017,1,U,05/30/2017,32.73
91124,PI   ,FDT6CSGD,12-07-18,3,Y,12-05-18,27.72
91124,PI   ,CV612K021BA,12-07-18,3,Y,10/25/2018,57.6
90678,PI   ,XS618K276C1BSA,06/30/2017,1,U,06/21/2017,5.86
91098,PI   ,CN119601AD,12-07-18,6,N,12-03-18,13.33
90257,PI   ,8V512K021CA,04-03-18,12,N,03/28/2018,62.72
90257,PI   ,5U3917528CA16,04-03-18,1,N,03/19/2018,2.12
98060,PI   ,CARFRDT6RUB,04-02-18,3,N,03/29/2018,42.85
90257,PI   ,MFL293,04/20/2018,1,Y,06/28/2016,4.37
90715,PI   ,8V2919G219AA,12-07-18,3,N,12-03-18,6.63
90715,PI   ,CV2Q8A615AA,12-07-18,2,N,11/21/2018,144.64
90715,PI   ,BB3Q8K512BD,12-07-18,1,N,10-09-18,37.27
90647,PI   ,2S619601C1AMC,06/29/2017,2,U,06/29/2017,5.16
91064,PI   ,WE0114302MC,12-07-18,1,N,12-05-18,2.8
98060,PI   ,W700426S303,04-02-18,18,Y,11-10-17,1.34
90427,PI   ,EB3B41208A65AA5BAW,12-07-18,1,N,12-03-18,16.62
90427,PI   ,AV613B477BAB,12-07-18,2,N,11/15/2018,11.58
90639,PI   ,BG917540BJ,12-07-18,11,N,11/23/2018,252.65
90715,PI   ,675045001,12-07-18,3,N,10/24/2018,7.48
90647,PI   ,6N293B438AA           ,06/22/2017,16,U,05/31/2017,21.17
91065,PI   ,2S6Z9601B,12-07-18,1,N,11/30/2018,7.97
90678,PI   ,UH7128480,06/30/2017,4,U,02-07-17,2.39
90770,PI   ,WL8115908A,04-03-18,2,N,03/20/2018,8.49
91098,PI   ,AFG182MC,12-07-18,2,N,12-03-18,11.2
91123,PI   ,F33C3F656CA,12-07-18,2,N,12-04-18,6.15
98060,PI   ,MFL158MC,04-02-18,1,Y,03/24/2018,3.64
91124,PI   ,4U7J19544AB2A,12-07-18,4,N,12-07-18,6.11
91123,PI   ,6S6T15520AA,12-07-18,2,Y,11-02-18,11.03
91123,PI   ,BM5G9441BA,12-07-18,1,Y,04/19/2018,16.23
91123,PI   ,96MM6K288BA,12-07-18,13,N,12-06-18,23.87
91124,PI   ,3M3D19B369AAA,12-07-18,1,N,11/23/2018,39.84
90343,PI   ,AB3917K606AC,12-07-18,1,N,09/19/2018,7.36
91123,PI   ,BK212M008AC,12-07-18,3,N,11/27/2018,87.01
90427,PI   ,AB3917528BC,12-07-18,14,N,12-06-18,4.87
90678,PI   ,1S518K218AC,06/30/2017,1,U,04/19/2017,21.92
90427,PI   ,WE0113R79B,12-07-18,12,N,11/14/2018,2.18
91065,PI   ,AA6E6714AA,12-07-18,25,N,12-06-18,7.03
90148,PI   ,HU7JM4G323AA,12-07-18,2,N,11/28/2018,21.91
90427,PI   ,6M5J12405AA,12-07-18,2,N,12-03-18,6.62
90257,PI   ,81AG13464AA,04-03-18,21,N,04-03-18,1.24
90770,PI   ,FDT6DCGD,12-07-18,4,N,11/27/2018,32.18
91065,PI   ,F1FG9N454AB,12-07-18,4,N,12-04-18,47.16
90647,PI   ,CV4T14B321CH          ,06/22/2017,1,U,04-11-17,210.63
90427,PI   ,6C1Q6M256BB,12-07-18,1,N,11/26/2018,9.67
90639,PI   ,AMDT1J19D520AD,12-07-18,1,N,11/15/2018,216.69
90148,PI   ,4M513A423AF,12-07-18,1,N,10-08-18,111.2
90427,PI   ,BM51F406A10CA,12-07-18,2,N,08-01-18,32.44
90639,PI   ,4N2Z7B546A,12-07-18,1,N,11/28/2018,92.61
90647,PI   ,CM5G6700EB,06/28/2017,1,U,06/28/2017,6.93
90148,PI   ,MEAS6J19N619AA,12-07-18,12,N,12-06-18,8.93
90427,PI   ,W711693S442,12-07-18,1,N,10-10-18,7.54
91064,PI   ,8A6JS17528BA,12-07-18,2,N,09-04-18,16.04
90678,PI   ,BK2T14406ABG,06/30/2017,1,U,09/20/2016,227.8
91064,PI   ,EB3G9601AA,12-07-18,10,N,12-06-18,31.66
91065,PI   ,GV6Z9P449C,12-07-18,1,Y,11/23/2018,15.21
90427,PI   ,5N111104AA,12-07-18,4,N,11/22/2018,74.52
90639,PI   ,7S618B081AB,12-07-18,1,N,12-06-18,13.91
90148,PI   ,2S619451AC,12-07-18,1,N,11/21/2018,4.85
90343,PI   ,XS7Q8565AA,12-07-18,46,N,12-06-18,2.51
91080,PI   ,W716344S437,12-07-18,1,N,12-07-18,3.84
91124,PI   ,4M394B416AA,12-07-18,1,Y,12-07-18,3.25
90148,PI   ,6S699601AA,12-07-18,2,N,11/30/2018,6.68
91123,PI   ,AV1118B647AB,12-07-18,1,Y,10/31/2018,41.63
90678,PI   ,2N21F22401AA,06/30/2017,2,U,06/13/2017,4.49
90715,PI   ,EV4Z14A411F,12-07-18,1,N,09/19/2018,95.73
91123,PI   ,DG9H18D483BA,12-07-18,4,Y,08-10-18,11.04
91123,PI   ,2S6J1A049A1A,12-07-18,4,N,11/27/2018,30.78
90639,PI   ,2M5C9155AC,12-07-18,3,N,12-05-18,14.58
90427,PI   ,86FB8100GD,12-07-18,1,N,12-05-18,5.62
90678,PI   ,96NB3328Z,06/30/2017,1,U,06/29/2017,20.19
98060,PI   ,6N2917080AA,04-02-18,1,Y,03/19/2018,25.38
91065,PI   ,DS7Q6714AB,12-07-18,1,N,12-05-18,10.61
90770,PI   ,CN15N400K01CC,04-03-18,1,Y,08-08-17,16.94
91065,PI   ,DB3R7K391AB,12-07-18,2,N,12-06-18,6.37
90427,PI   ,AB3921290D13AA5BAW,12-07-18,2,N,11-09-18,6.96
90678,PI   ,94FBA220K51DD,06/30/2017,1,U,06/13/2017,18.79
91064,PI   ,EB3T9E740AC3JA6,12/28/2017,1,Y,12/28/2017,0
91098,PI   ,WL8113Z40MC,12-07-18,4,N,12-07-18,6.83
90148,PI   ,3387699X,12-07-18,4,N,12-04-18,5.7
91124,PI   ,2S6H8K218AF,12-07-18,2,N,11/27/2018,20.23
90770,PI   ,DS7Q6734AA,12-07-18,2,N,11/21/2018,11.78
91124,PI   ,MEYS6J2K021DF,12-07-18,4,N,12-05-18,34.12
90148,PI   ,BM5G6K254AE,12-07-18,1,N,11/21/2018,59.03
90343,PI   ,DB3913405AA,12-07-18,2,N,11/23/2018,120.92
90343,PI   ,W716468S437,12-07-18,7,N,10/30/2018,1.1
90678,PI   ,BK2Q6A729AB,06/30/2017,4,U,05/30/2017,175.18
90427,PI   ,AB397540CB,12-07-18,1,N,11/22/2018,345.79
91065,PI   ,CN1Z17528D,12-07-18,1,Y,12-03-18,19.16
91065,PI   ,EB3R7003RC,05/21/2018,1,Y,05/21/2018,5192.63
90770,PI   ,BB3Q9F476AA,04-03-18,1,Y,07/15/2017,11.45
90343,PI   ,4S6911000AB,12-07-18,1,N,11-06-18,64.35
90678,PI   ,8V516P082AD,06/30/2017,1,U,06/29/2017,33.08
91106,PI   ,2S696714AB,12-07-18,4,N,11-06-18,4.77
90639,PI   ,4M5Z12405A,12-07-18,21,N,11/13/2018,4.28
91124,PI   ,3M512M008AC,12-07-18,2,Y,09/21/2018,36.61
90343,PI   ,93BG13009BA,12-07-18,13,N,12-05-18,4.72
90257,PI   ,XS618100AB,04-03-18,2,N,03/29/2018,9.43
90678,PI   ,W711580S437,06/30/2017,12,U,12/15/2016,0.35
90715,PI   ,6M211003AA,12-07-18,5,N,11/30/2018,5.32
90343,PI   ,6S699601AA,12-07-18,4,N,12-06-18,6.68
91065,PI   ,WSSM2C913BMC5L,12-07-18,15,N,12-07-18,25.01
90678,PI   ,997008215,06/30/2017,7,U,06/30/2017,2.51
90770,PI   ,BK312A315BD,04-03-18,2,N,02-09-18,68.54
90343,PI   ,W520115S440,12-07-18,9,N,12-06-18,1.14
91080,PI   ,96MM8575B9E,12-07-18,1,Y,03/14/2016,5.26
90427,PI   ,BM5G6051AD,12-07-18,2,N,10-12-18,15.54
90715,PI   ,FR3Z19N619A,12-07-18,1,N,12-06-18,9.95
91080,PI   ,HYFS094YEC,12-07-18,8,N,11-07-18,13.05
90343,PI   ,DS7Q6714AB,12-07-18,10,N,11/23/2018,9.73
90715,PI   ,2S6E6D314A1C,12-07-18,2,N,12-03-18,26.61
90343,PI   ,UR5632320A,12-07-18,2,N,10/26/2018,159.03
90678,PI   ,YC1R7600AA,06/30/2017,3,U,05/23/2017,16.12
90343,PI   ,CV6Z6068A,12-07-18,1,N,12-06-18,44.85
91124,PI   ,BM5G6K340AC,12-07-18,7,N,12-03-18,5.49
90678,PI   ,PN1113H54,06/30/2017,4,U,05-03-16,2.9
90770,PI   ,FA6J130D00FA3JA6,12-07-18,2,Y,09/25/2018,23.46
90678,PI   ,7T4T14A094CA,06/30/2017,1,U,04-05-17,3.03
90343,PI   ,WL8118601,12-07-18,35,N,11/28/2018,9.19
90343,PI   ,CN15A219A65NF,12-07-18,1,N,10/25/2018,214.51
91065,PI   ,W714689S437,12-07-18,8,Y,11/14/2018,1.37
90257,PI   ,BKR5E11NGK,04-03-18,3,N,03/29/2018,2.7
90148,PI   ,W713392S440,12-07-18,2,N,10/26/2018,1.57
91064,PI   ,8V411K024AC,12-07-18,7,Y,07/30/2018,3.8
91080,PI   ,L381SB175,12-07-18,27,Y,05/20/2016,5.26
90678,PI   ,88WM6K340DA,06/30/2017,2,U,04/26/2017,3.34
91123,PI   ,CM5G9F593FC,12-07-18,1,Y,10-01-18,69.19
90427,PI   ,AB311107AA,12-07-18,13,N,11/28/2018,6.69
90678,PI   ,AS6918K001DA,06/30/2017,1,U,08/26/2016,42.39
90148,PI   ,CN119601AD,12-07-18,9,N,12-06-18,13.33
98060,PI   ,BK31V16004AE5JA6,04-02-18,1,Y,12/18/2017,16.04
91064,PI   ,MFL158MC,12-07-18,1,N,11/14/2018,3.61
91064,PI   ,AB3919N619AA,12-07-18,9,N,12-07-18,7.02
90257,PI   ,DS7Q6734AA,04-03-18,3,N,01/23/2018,12.58
90715,PI   ,AB392161734AA3A06,12-07-18,2,N,09/14/2018,3.18
90148,PI   ,WL8115908A,12-07-18,1,N,11/28/2018,8.06
98060,PI   ,FN1J54130D00FA35B8,04-02-18,14,N,03/29/2018,22.83
90678,PI   ,AB3921402A84MA5BAW,06/30/2017,3,U,06-01-17,8.53
98060,PI   ,7U7JM2C938AB,04-02-18,4,N,03/29/2018,19.15
91124,PI   ,WL8118601,12-07-18,9,Y,11-01-18,11.3
90343,PI   ,WE0112205,12-07-18,2,N,12-04-18,16.5
90678,PI   ,2S6Q6625AA,06/30/2017,1,U,03/16/2016,1.38
90343,PI   ,AAELAB0UR1,12-07-18,816,N,11/30/2018,0.69
90647,PI   ,MFG184,06/23/2017,6,U,06/23/2017,1.22
90770,PI   ,77TT7288A1ABM,12-07-18,1,N,12-07-18,0.66
90639,PI   ,XS7Q8565AA,12-07-18,42,N,11/20/2018,2.64
91124,PI   ,EB3B17528DA,12-07-18,3,Y,09/19/2018,5.96
90770,PI   ,4M51A17402CB,12-07-18,1,Y,10-06-17,11.73
90639,PI   ,96NB3328Z,12-07-18,1,N,11/30/2018,15.7
90148,PI   ,9L8Z6730A,12-07-18,9,N,12-05-18,2.27
91065,PI   ,AA5Z6714A,12-07-18,1,N,12-03-18,5.68
91080,PI   ,WL0112205,12-07-18,1,N,12-05-18,10.26
90715,PI   ,AB396K683CE,12-07-18,1,N,11/23/2018,93.01
90770,PI   ,2S6Q6730AA,04-03-18,83,N,12/29/2017,0.84
90343,PI   ,6N293K155AC,12-07-18,1,N,11/29/2018,15.95
91124,PI   ,UH7156720,12-07-18,1,Y,11/29/2018,8.41
90343,PI   ,W500121S437,12-07-18,8,Y,11/15/2018,0.81
91123,PI   ,WE0112700,12-07-18,2,Y,10/25/2018,89.66
90647,PI   ,W715195S437           ,06/22/2017,6,U,03/31/2017,2.83
90647,PI   ,1S7A13009BA           ,06/22/2017,4,U,04/19/2017,13.85
90343,PI   ,CV6E12405AA,12-07-18,11,N,11/28/2018,7.43
90647,PI   ,AB397890EB            ,06/22/2017,1,U,05/30/2016,9.67
90715,PI   ,CV6Z2001A,12-07-18,2,N,11-09-18,99.16
91098,PI   ,CN1119N619AA,12-07-18,3,N,12-03-18,7.25
90343,PI   ,AB392116C144FA,12-07-18,3,N,11/24/2018,2.96
90427,PI   ,AMCN1JA13200AA,12-07-18,2,N,09-04-18,16.11
98060,PI   ,BK216D315BA,04-02-18,1,N,02/28/2018,38.07
91123,PI   ,W712143S900,12-07-18,10,Y,08-08-18,2.21
90647,PI   ,B3C710602A1BM         ,06/22/2017,1,U,05-09-17,1.46
90639,PI   ,WLY114302M1C,12-07-18,4,N,11/15/2018,4.45
90148,PI   ,D1990180,12-07-18,5,N,10/25/2018,11.24
91080,PI   ,MFL209MC,12-07-18,1,Y,04-06-18,8.38
90343,PI   ,AB3919A321AA,12-07-18,1,N,11/29/2018,3.89
91123,PI   ,CN15A219A65NF,12-07-18,2,Y,05-02-18,186.21
90148,PI   ,81AG13464AA,12-07-18,12,N,12-05-18,1.14
90343,PI   ,H1BZ9P449B,12-07-18,1,N,05/18/2018,95.22
91124,PI   ,C1BZ6068L,12-07-18,1,N,11-12-18,78.12
91098,PI   ,BG917540BJ,12-07-18,1,N,10/24/2018,377.4
91098,PI   ,2S6Q6734AA,12-07-18,16,N,12-04-18,0.79
91124,PI   ,AV6N19G244AA,12-07-18,6,N,12-06-18,11.5
91124,PI   ,2S6J1K018B1A,12-07-18,1,N,11/19/2018,29.18
90427,PI   ,3C117548AA,12-07-18,4,N,11/26/2018,30.23
91065,PI   ,EB3B41402A84BA5BAW,12-07-18,1,Y,10-11-18,8.09
90343,PI   ,CC119176BC,12-07-18,2,N,12-06-18,49.4
91065,PI   ,GC1JS17528CA,12-07-18,2,N,11/30/2018,20.27
91080,PI   ,AB396K683DD,12-07-18,2,Y,10-05-18,80.39
90715,PI   ,CC119176BC,12-07-18,11,N,12-05-18,37.01
90678,PI   ,BS6917779AA,06/30/2017,3,U,09-01-16,3.16
91064,PI   ,DS7Q6734AA,12-07-18,2,N,12-04-18,11.71
90257,PI   ,HYFS094YEC,04-03-18,6,N,04-03-18,13.96
91080,PI   ,UC9M67510,12-07-18,1,Y,02/23/2016,21.84
90427,PI   ,BM5G9D354DB,12-07-18,2,N,10/29/2018,33.67
90343,PI   ,W716271S437,12-07-18,7,N,11/29/2018,1.17
90639,PI   ,CC119176BC,12-07-18,7,N,11/30/2018,38.06
91080,PI   ,AV619601AE,12-07-18,3,N,11/28/2018,13.61
91123,PI   ,6M5J12405AA,12-07-18,25,Y,11-12-18,5.83
90148,PI   ,6N29F27936AD,12-07-18,1,N,03-12-18,21.99
90647,PI   ,AB3919E616AA,06/23/2017,1,U,06/23/2017,68.2
91080,PI   ,4M342A393AA,12-07-18,2,Y,07-07-17,5.32
90770,PI   ,69AG13009BA,04-03-18,5,N,12/28/2017,2.45
90148,PI   ,CN159155AB,12-07-18,4,N,12-06-18,16.37
91123,PI   ,4M5G12029ZB,12-07-18,2,Y,05-03-18,46.37
90678,PI   ,KD4561J6X,06/30/2017,18,U,05/22/2017,30.93
91064,PI   ,CV618K276AA,12-07-18,3,Y,06-07-17,36.93
91123,PI   ,ME2S6G8591A1A,12-07-18,1,Y,10/26/2018,74.29
90770,PI   ,BM5G12405CA,12-07-18,4,N,11/23/2018,10.99
90148,PI   ,XS6T11K665AA,12-07-18,1,N,09-07-18,146.27
91124,PI   ,6M5J12405AA,12-07-18,5,Y,11/27/2018,6.95
90427,PI   ,WL8113Z40MC,12-07-18,28,N,12-06-18,6.45
98060,PI   ,AB312L361ABMC,04-02-18,11,Y,10-09-17,51.16
90343,PI   ,3M5AR220K51AG,12-07-18,1,N,10/15/2018,28.7
90639,PI   ,SCRAPE,12-07-18,11,N,11/29/2018,28.03
91064,PI   ,BKR5E11NGK,12-07-18,4,Y,08-11-18,2.28
90770,PI   ,AB3921600B13AA3A06,04-03-18,2,N,03/26/2018,12.49
90678,PI   ,BF9T6734AA,06/30/2017,3,U,01/19/2017,0.79
90427,PI   ,6N2Z18K359C,12-07-18,1,N,11/30/2018,33.62
90715,PI   ,F33C3F656BA,12-07-18,5,N,11-05-18,2.25
90343,PI   ,WL8113Z40MC,12-07-18,22,N,11/30/2018,6.83
90427,PI   ,EB3T15K601BA,12-07-18,2,N,11/27/2018,70.83
90427,PI   ,CN1Q6D314AA,12-07-18,2,N,11-08-18,46.45
91124,PI   ,6N2Z3A719B,12-07-18,2,N,11/28/2018,71.35
91080,PI   ,AB3916A262BF,12-07-18,5,Y,11/21/2018,7.76
90715,PI   ,EB3T15K601BA,12-07-18,1,N,10/25/2018,67.94
91123,PI   ,FD1990136,12-07-18,3,Y,11/29/2018,3.06
90257,PI   ,8A6A22053EB,04-03-18,2,N,02/27/2018,40.72
90770,PI   ,CV619L272BA,04-03-18,1,N,10/23/2017,11.03
90257,PI   ,6N2Z3A719B,04-03-18,2,N,03/28/2018,75.48
90427,PI   ,XS6E6L266AH,12-07-18,1,N,11/30/2018,21.43
90678,PI   ,2S6T15K601BA,06/30/2017,1,U,10/25/2016,65.23
90148,PI   ,BB3Q6754BF,12-07-18,1,N,09-07-18,20.67
91080,PI   ,6S699601AA,12-07-18,5,N,11/27/2018,6.64
90770,PI   ,WE0112205,12-07-18,1,N,11/28/2018,16.41
90343,PI   ,BB3Q9C993CB,12-07-18,2,N,11/21/2018,16.06
90647,PI   ,F20212205             ,06/22/2017,1,U,04-03-17,13.24
90770,PI   ,8C1R3K169AA,04-03-18,15,N,03/23/2018,5.96
91124,PI   ,12103765,12-07-18,61,N,12-05-18,1.7
91064,PI   ,BF500D0T4MC,12-07-18,11,N,12-07-18,2.81
91065,PI   ,98BX19K210AA,12-07-18,122,Y,11/26/2018,0.62
91064,PI   ,AMCN1J286A12BA,12-07-18,1,N,10-08-18,8.92
90427,PI   ,W715776S300,12-07-18,2,N,12-05-18,4.15
90715,PI   ,3M512M008AC,12-07-18,5,N,11/28/2018,36.07
90715,PI   ,96FJ19G244AA,12-07-18,3,N,11/21/2018,15.88
90343,PI   ,CV6Z2001L,12-07-18,1,N,08/28/2018,100.86
98060,PI   ,W704056S442,04-02-18,1,Y,11-08-17,2.97
91124,PI   ,2S6J1K018AA,12-07-18,2,N,11/19/2018,13.03
98060,PI   ,WE0110508BT,04-02-18,4,Y,03-09-18,7.72
91064,PI   ,BS696D314AB,12-07-18,3,N,12-05-18,47.63
90148,PI   ,GS7JN17402BA,12-07-18,2,N,12-03-18,25.43
90678,PI   ,7N2118495AC,06/30/2017,4,U,06/30/2017,41.21
90770,PI   ,FDEVER15CR,04-03-18,3,N,03/27/2018,55.7
91098,PI   ,8V218K218AB,12-07-18,1,N,11/22/2018,17.91
98060,PI   ,CN152K021CA,04-02-18,2,N,03/26/2018,105.42
90770,PI   ,W710495S300,04-03-18,2,N,11/27/2017,2.28
90639,PI   ,4M342L362AA,12-07-18,1,N,11-09-18,40.86
90770,PI   ,93ZT3K169ABSA,12-07-18,2,Y,07/19/2018,2.86
91124,PI   ,DS7Q9D410AA,12-07-18,2,Y,11/19/2018,20.67
91124,PI   ,2S619601C1AMC,12-07-18,11,N,12-06-18,5.21
91065,PI   ,2S6Z6731D,12-07-18,1,N,11/16/2018,5.9
90647,PI   ,AB3928400BC,06/30/2017,2,U,06/30/2017,8.96
90678,PI   ,AB3921044K72AC3ZHE,06/30/2017,1,U,05/19/2014,23.06
90343,PI   ,CN1Z17528P,12-07-18,6,N,12-06-18,11.08
90257,PI   ,FR3Z15K601D,04-03-18,1,N,03/14/2018,320.69
90148,PI   ,WE0114302MC,12-07-18,4,N,12-06-18,2.8
90427,PI   ,7S6917504AA,12-07-18,3,N,12-06-18,0
90416,PI   ,BB3Q6744BA,06/27/2017,59,N,06/27/2017,5.75
90715,PI   ,6N293K155AC,12-07-18,6,N,12-06-18,15.24
90343,PI   ,DNY03328Z9MC,12-07-18,1,N,08-10-18,53.26
90343,PI   ,AB3917F930EB3A06,12-07-18,1,N,10/24/2018,27.31
90715,PI   ,995641400,12-07-18,4,N,12-06-18,0.58
90770,PI   ,997801050,04-03-18,2,N,03/26/2018,4.13
98060,PI   ,CN1517B968DD5ZCT,04-02-18,2,N,03/28/2018,25.13
91124,PI   ,AB3910756AB,12-07-18,1,Y,06/22/2018,5.18
